ID,Arrondissement,Nom_parc_lieu,Proximite_jeux_repere,Intersection,Etat,Remarques,Precision_localisation,X,Y,Latitude,Longitude
350,Rosemont–La Petite-Patrie,Henri-Valade,,place Henri-Valade/boul Saint-Joseph Est,,,orthophotographies,299482.87,5045404.34,45.5485321897072,-73.5680958032691
351,Rosemont–La Petite-Patrie,Idola-Saint-Jean,,boul Rosemont/18e ave,,,orthophotographies,298778.19,5046429.53,45.5577514646343,-73.5771331604391
352,Rosemont–La Petite-Patrie,J.-Arthur-Champagne,,ave du Mont-Royal Est/rue Henri-Deslongchamps,,,orthophotographies,300015.36,5045769.94,45.5518258482451,-73.5612798510165
353,Rosemont–La Petite-Patrie,Jean-Duceppe,,rue William-Tremblay/rue André-Laurendeau,,,orthophotographies,299753.65,5044798.52,45.5430828197083,-73.5646217144162
354,Rosemont–La Petite-Patrie,Jean-Duceppe,,rue William-Tremblay/rue André-Laurendeau,,,localisation approx.,299606.4,5044884.68,45.5438570361742,-73.5665082570232
355,Rosemont–La Petite-Patrie,Jean-Et-Èva-Tremblay,,place Guillet/18e ave,,,localisation approx.,300206.19,5045742.33,45.5515786887867,-73.5588355149888
356,Rosemont–La Petite-Patrie,Joseph-N.-Drapeau,,place Joseph-N.-Drapeau/rue William-Tremblay,,,orthophotographies,300069.84,5045404.45,45.5485374132424,-73.5605785591755
357,Rosemont–La Petite-Patrie,Joseph-Paré,,rue Beaubien Est/43e ave,,,orthophotographies,299347.87,5048317.37,45.5747435537359,-73.5698572068049
358,Rosemont–La Petite-Patrie,Lafond,,boul Saint-Joseph Est/13e ave,,,orthophotographies,299490.95,5045732.07,45.551481280461,-73.5679958795843
359,Rosemont–La Petite-Patrie,Lafond,,boul Saint-Joseph Est/13e ave,,,localisation approx.,299421.71,5045820.54,45.5522768328883,-73.5688836456202
360,Rosemont–La Petite-Patrie,Lafond,,boul Saint-Joseph Est/13e ave,,,localisation approx.,299443.88,5045816.85,45.5522437998584,-73.5685996582237
361,Rosemont–La Petite-Patrie,Lafond,,boul Saint-Joseph Est/13e ave,,,localisation approx.,299453,5045812.66,45.5522061668725,-73.5684828061569
362,Rosemont–La Petite-Patrie,Maisonneuve (gorf municipal),,rue Sherbrooke Est/boul de L'Assomption,,,orthophotographies,300370.15,5048029.43,45.5721598378904,-73.5567563057623
363,Rosemont–La Petite-Patrie,Maisonneuve (gorf municipal),,rue Sherbrooke Est/boul de L'Assomption,,,localisation approx.,300364.05,5047696.08,45.5691602094482,-73.556831435158
364,Rosemont–La Petite-Patrie,Léon-Provancher,,boul Pix-IX/rue Dandurand,,,localisation approx.,299364.14,5046720.46,45.5603741713975,-73.5696309860435
365,Rosemont–La Petite-Patrie,des Locomotives,,rue Omer-Lavallée/ave du Midway,,,orthophotographies,299966.06,5045090.2,45.5457089675548,-73.5619045517758
366,Rosemont–La Petite-Patrie,de la Louisiane,,rue de Bellechasse/35e ave,,,localisation approx.,299266.31,5047660.12,45.5688287676533,-73.5708947790953
367,Rosemont–La Petite-Patrie,de la Louisiane,,rue de Bellechasse/35e ave,,,localisation approx.,299057.59,5047603.19,45.5683148025702,-73.5735681210432
368,Rosemont–La Petite-Patrie,de la Louisiane,,rue de Bellechasse/35e ave,,,localisation approx.,299140.6,5047622.97,45.5684934692544,-73.5725048793367
369,Rosemont–La Petite-Patrie,de la Louisiane,,rue de Bellechasse/35e ave,,,localisation approx.,299151.93,5047621.04,45.5684761945326,-73.5723597039084
370,Rosemont–La Petite-Patrie,Luc-Durand,,ave De Chateaubriand/rue des Ateliers,,,orthophotographies,297273.76,5043567.31,45.5319815667106,-73.5963593173862
371,Rosemont–La Petite-Patrie,Maisonneuve,,rue Sherbrooke Est/rue Viau,,,orthophotographies,299732.23,5047587.14,45.5681756186515,-73.5649249001007
372,Rosemont–La Petite-Patrie,Maisonneuve,,rue Sherbrooke Est/rue Viau,,,orthophotographies,300288.25,5046937.45,45.5623333217971,-73.5577955502424
373,Rosemont–La Petite-Patrie,Maisonneuve,,rue Sherbrooke Est/rue Viau,,,orthophotographies,300465.69,5046858.59,45.5616248406435,-73.5555218446949
374,Rosemont–La Petite-Patrie,Molson,,rue d'Iberville/ave Elsdale,,,localisation approx.,297609.7,5045538.08,45.5497188093937,-73.5920871896442
375,Rosemont–La Petite-Patrie,Montcalm,,rue Cartier/rue Saint-Zotique Est,,,orthophotographies,296861.59,5045148.53,45.5462053787496,-73.6016620067772
376,Rosemont–La Petite-Patrie,Mozart,,ave Mozart Ouest/rue Waverly,,,orthophotographies,295663.52,5043502.97,45.5313833612507,-73.616974165899
377,Rosemont–La Petite-Patrie,du Pélican,,rue Laurier Est/1ere ave,,,orthophotographies,298982.19,5044918.37,45.5441552572935,-73.5745021659334
378,Rosemont–La Petite-Patrie,du Pélican,,rue Molson/boul Saint-Joseph,,,orthophotographies,299127.94,5044785.18,45.5429579678978,-73.5726341673704
379,Rosemont–La Petite-Patrie,Père-Marquette (sud),parc à chien,rue Garnier/boul Rosemont,,parc à chien / accès restreint,orthophotographies,297726.01,5044270.43,45.5383132368199,-73.5905792728304
380,Rosemont–La Petite-Patrie,Père-Marquette (centre),,boul Rosemont/rue Chambord,,,orthophotographies,297585.1,5044499.45,45.5403725965631,-73.5923869348099
381,Rosemont–La Petite-Patrie,Père-Marquette (centre),,boul Rosemont/rue Chambord,,,orthophotographies,297392.54,5044348.53,45.5390125433111,-73.5948503826016
382,Rosemont–La Petite-Patrie,Père-Marquette (centre),,boul Rosemont/rue Chambord,,,localisation approx.,297469.85,5044336.97,45.5389093399205,-73.5938602786908
383,Rosemont–La Petite-Patrie,Père-Marquette (centre),,boul Rosemont/rue Chambord,,,localisation approx.,297480.98,5044336.97,45.5389094569297,-73.5937177627133
384,Rosemont–La Petite-Patrie,Père-Marquette (nord),,rue De Drucourt/rue De Lanaudière,,,orthophotographies,297268.14,5044433.6,45.5397767000744,-73.5964445950522
385,Rosemont–La Petite-Patrie,de la Petite-Italie,,rue Clark/rue Saint-Zotique Ouest,,,localisation approx.,296054.76,5043503.75,45.5313953993685,-73.6119651519854
386,Rosemont–La Petite-Patrie,Richard-Angus,,rue Ernest-Gendreau/ave du Mont-Royal Est,,,orthophotographies,299838.55,5045537.94,45.5497369940234,-73.5635420125141
387,Rosemont–La Petite-Patrie,Rosemont,,rue Dandurand/place Basile-Patenaude,,,orthophotographies,298525.96,5045097.71,45.5457650625458,-73.580346884987
388,Rosemont–La Petite-Patrie,Saint-Édouard,,rue Boyer/rue Saint-Zotique Est,,,orthophotographies,296453.83,5044320.89,45.5387532160116,-73.6068698015766
389,Rosemont–La Petite-Patrie,Saint-Émile,,rue Rachel Est/rue Saint-Germain,,,orthophotographies,300217.04,5045076.75,45.5455896361678,-73.5586903197493
390,Rosemont–La Petite-Patrie,Saint-Émile,,rue Rachel Est/rue Saint-Germain,,,orthophotographies,300174.69,5045100.84,45.5458061266843,-73.5592328898457
391,Rosemont–La Petite-Patrie,Soeur-Madeleine-Gagnon (Saint-Jean-De-La-Croix),,rue Saint-Dominique/rue Saint-Zotique Est,,,orthophotographies,296161.42,5043527.62,45.5316115207102,-73.6106000094739
392,Rosemont–La Petite-Patrie,Raymond-Lévesque (Saint-Zotique/23e avenue),,rue Saint-Zotique Est/23e ave,,,orthophotographies,298235.64,5047195.31,45.5646373009131,-73.5840929368249
393,Rosemont–La Petite-Patrie,Sainte-Bernadette,,rue Bélanger/19e ave,,,orthophotographies,297943.84,5046922.54,45.5621800151336,-73.5878272208381
394,Rosemont–La Petite-Patrie,Sainte-Bernadette,,rue Bélanger/19e ave,,,localisation approx.,297935.86,5046842.85,45.5614628598458,-73.5879283257351
395,Rosemont–La Petite-Patrie,de l'Ukraine,pataugeoire,rue de Bellechasse/12e ave,,accès restreint,orthophotographies,298368.77,5046142.78,45.5551675303225,-73.5823736320395
396,Rosemont–La Petite-Patrie,de l'Ukraine,,rue de Bellechasse/12e ave,,,localisation approx.,298379.8,5046136.66,45.5551125622756,-73.5822322754457
397,Villeray–Saint-Michel–Parc-Extension,Le Goupillier (jardin),jardins communautaires,54e rue (#4161),,accès restreint,orthophotographies,294954.18,5049278.84,45.5833468415968,-73.6261720719409
398,Villeray–Saint-Michel–Parc-Extension,Champdoré (jardin),jardins communautaires,ave Charton (#9400),,accès restreint,orthophotographies,293735.89,5047243.9,45.5650175512588,-73.6417380813116
399,Villeray–Saint-Michel–Parc-Extension,De Lille (jardin),jardins communautaires,ave Bruchesi (#9400),,accès restreint,orthophotographies,294055.13,5047840.38,45.5703898594061,-73.6376615418056
400,Villeray–Saint-Michel–Parc-Extension,Le Michelois (jardin),jardins communautaires,,,accès restreint,orthophotographies,295490.68,5047613.62,45.5683700863962,-73.6192652314997
401,Villeray–Saint-Michel–Parc-Extension,Villeray(jardin),jardins communautaires,ave Christophe-Colomb (#8000),,accès restreint,orthophotographies,295200.52,5045254.11,45.5471345119634,-73.6229362658929
402,Villeray–Saint-Michel–Parc-Extension,De Normandville,jardins communautaires,rue De Normandville (#7955),,accès restreint,orthophotographies,295409.09,5045398.06,45.5484326662418,-73.6202679710556
403,Villeray–Saint-Michel–Parc-Extension,Babylone,jardins communautaires,ave Ball (#435),,accès restreint,orthophotographies,294457.89,5043618.84,45.5324091524558,-73.6324122295634
404,Villeray–Saint-Michel–Parc-Extension,Jean-Rivard,,rue Jean-Rivard/2e ave,,,localisation approx.,295660.3,5047070.11,45.5634816619204,-73.6170820096994
405,Villeray–Saint-Michel–Parc-Extension,George-Vernot,,13e ave/boul Robert,,,localisation approx.,295751.08,5047727.33,45.5693967181725,-73.6159312601328
406,Villeray–Saint-Michel–Parc-Extension,George-Vernot,,13e ave/boul Robert,,,localisation approx.,295876.98,5047571.86,45.5679993766769,-73.6143154435032
407,Villeray–Saint-Michel–Parc-Extension,George-Vernot,,13e ave/boul Robert,,,localisation approx.,295767.76,5047617.47,45.5684083807586,-73.615715533006
408,Villeray–Saint-Michel–Parc-Extension,Parc-école-Montcalm,,boul Saint-Michel/rue Denis-Papin,,,localisation approx.,295267.33,5047778.53,45.5698509737071,-73.622129862506
409,Villeray–Saint-Michel–Parc-Extension,Sainte-Lucie,,rue Legendre Est/16e ave,,,orthophotographies,295053.79,5048347.05,45.5749637291213,-73.6248770067764
410,Villeray–Saint-Michel–Parc-Extension,Sainte-Lucie,,rue Legendre Est/16e ave,,,localisation approx.,294975.09,5048369.28,45.5751626544705,-73.6258858248203
411,Villeray–Saint-Michel–Parc-Extension,Champdoré,,rue Champdoré/rue de Lille,,,localisation approx.,294270.82,5047639.24,45.5685832379118,-73.634893831609
412,Villeray–Saint-Michel–Parc-Extension,Champdoré,,rue Champdoré/rue de Lille,,,localisation approx.,294293.79,5047638.89,45.5685804356186,-73.6345995464046
413,Villeray–Saint-Michel–Parc-Extension,Ovila-Légaré,,boul Pie-IX/48e rue,,,orthophotographies,295207.08,5049023.73,45.5810548227385,-73.6229262105659
414,Villeray–Saint-Michel–Parc-Extension,Ovila-Légaré,,boul Pie-IX/48e rue,,,orthophotographies,295288.29,5048985.5,45.5807119332884,-73.6218848222252
415,Villeray–Saint-Michel–Parc-Extension,Ovila-Légaré,,boul Pie-IX/48e rue,,,localisation approx.,295150.63,5049053.53,45.5813221909809,-73.6236501626927
416,Villeray–Saint-Michel–Parc-Extension,René-Goupil,,25e ave/boul Robert,,,orthophotographies,296189.27,5048614.51,45.5773853911971,-73.610332981208
417,Villeray–Saint-Michel–Parc-Extension,François-Perrault,,rue François-Perrault/ave Musset,,,localisation approx.,296941.41,5046942.05,45.5623449781838,-73.6006686163738
418,Villeray–Saint-Michel–Parc-Extension,Joseph-Robin,,ave Léonard-De Vinci/rue Everett,,,orthophotographies,297272.08,5047178.88,45.5644797050394,-73.5964363825624
419,Villeray–Saint-Michel–Parc-Extension,du Bon-Air,,rue Everett/8e ave,,,orthophotographies,296858.74,5046403.4,45.5574970917145,-73.6017188719594
420,Villeray–Saint-Michel–Parc-Extension,Gabriel-Sagard,,rue jean-Talon Est/rue Sagard,,,orthophotographies,296715.46,5045732.23,45.5514560308643,-73.6035430378666
421,Villeray–Saint-Michel–Parc-Extension,Nicolas-Tillemont,,rue Tillemont/rue Louis-Hémon,,,orthophotographies,295994.05,5046207.52,45.555724100145,-73.6127910601221
422,Villeray–Saint-Michel–Parc-Extension,CESM (Frédéric-Back),,ave Papineau/ave Émile-Journault,,,localisation approx.,295274.05,5046711.64,45.5602508569406,-73.6220229819343
423,Villeray–Saint-Michel–Parc-Extension,CESM (Frédéric-Back),,ave Papineau/ave Émile-Journault,,,localisation approx.,295324.09,5046750.55,45.5606016644257,-73.6213827482094
424,Villeray–Saint-Michel–Parc-Extension,CESM (Frédéric-Back),,ave Papineau/ave Émile-Journault,,,localisation approx.,295377.83,5046726.46,45.5603856242921,-73.6206938969862
425,Villeray–Saint-Michel–Parc-Extension,Giovannina-Di Tomasso,,rue De Normanville/rue Tillemont,,,orthophotographies,295433.19,5045369.37,45.548174828427,-73.6199587775245
426,Villeray–Saint-Michel–Parc-Extension,Villeray,,rue De Normanville/rue Tillemont,,,orthophotographies,295380.71,5045354.74,45.5480424749747,-73.6206305948256
427,Villeray–Saint-Michel–Parc-Extension,De Normanville,,rue De Normanville/rue Everett,,,orthophotographies,295766.25,5045130.26,45.5460276343456,-73.6156889429854
428,Villeray–Saint-Michel–Parc-Extension,De Normanville,,rue De Normanville/rue Everett,,,localisation approx.,295736.52,5045112.19,45.5458646480594,-73.616069338972
429,Villeray–Saint-Michel–Parc-Extension,De Normanville,,rue De Normanville/rue Everett,,,localisation approx.,295741.04,5045108.34,45.5458300632341,-73.6160113835079
430,Villeray–Saint-Michel–Parc-Extension,de Turin,,rue De Castelnaud Est/rue De Lanaudière,,,orthophotographies,296121.21,5045122.24,45.5459599807608,-73.6111430841229
431,Villeray–Saint-Michel–Parc-Extension,Le Prévost,,ave Christophe-Colomb/rue Jean-Talon Est,,,orthophotographies,295993.95,5044798.06,45.543041299318,-73.6127669768494
432,Villeray–Saint-Michel–Parc-Extension,Victorien-Pesant,,ave De Gaspé/rue De Castelnaud Est,,,orthophotographies,295493.55,5044192.88,45.5375891714437,-73.6191633942114
433,Villeray–Saint-Michel–Parc-Extension,Victorien-Pesant,,ave De Gaspé/rue De Castelnaud Est,,,localisation approx.,295496.12,5044203.71,45.5376866579621,-73.61913069279
434,Villeray–Saint-Michel–Parc-Extension,Villeray-Ouest,,ave Christophe-Colomb/rue Villeray,,,localisation approx.,295328.88,5045140.97,45.5461181968853,-73.621290230788
435,Villeray–Saint-Michel–Parc-Extension,Jean-Marie_Lamonde,,ave De Chateaubriand/rue Villeray,,,orthophotographies,295331.96,5044809.15,45.5431324081572,-73.621244368806
436,Villeray–Saint-Michel–Parc-Extension,Saint-Vincent-Ferrier,,ave Henri-Julien/rue Jarry Est,,,orthophotographies,294541.19,5044665.19,45.5418258100068,-73.6313676467919
437,Villeray–Saint-Michel–Parc-Extension,des Rêves,,ave De Gaspé/rue Guizot Est,,,orthophotographies,294401.01,5044646.59,45.5416563624121,-73.6331623007166
438,Villeray–Saint-Michel–Parc-Extension,Howard,,ave De L'Épée/rue de Liège Ouest,,,orthophotographies,293658.98,5043750.33,45.5335800318668,-73.6426438041746
439,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/ave de l'Esplanade,,,orthophotographies,294364.32,5043794.61,45.5339893989269,-73.6336139681262
440,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/ave de l'Esplanade,,,orthophotographies,294591.15,5043696.76,45.533112269574,-73.6307077021704
441,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/boul Saint-Laurent,,,orthophotographies,294625.9,5044211.32,45.5377429717083,-73.6302734766887
442,Villeray–Saint-Michel–Parc-Extension,Jarry,,boul Saint-Laurent/rue Villeray,,,orthophotographies,294851.58,5044076.16,45.5365300130657,-73.627381035806
443,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/boul Saint-Laurent,,,localisation approx.,294464.15,5043875.73,45.5347208334976,-73.6323375031515
444,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/boul Saint-Laurent,,,localisation approx.,294605.31,5043984.14,45.5356984247767,-73.6305323892848
445,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/boul Saint-Laurent,,,localisation approx.,294940.87,5044098,45.5367278062839,-73.6262381960247
446,Villeray–Saint-Michel–Parc-Extension,Jarry,,rue Jarry Ouest/boul Saint-Laurent,,,localisation approx.,295091.89,5044054.94,45.5363424575949,-73.6243036578376
447,Villeray–Saint-Michel–Parc-Extension,Jean-Valets,,ave Bloomfield/rue de Liège Ouest,,,orthophotographies,293743.71,5043632.27,45.532519035531,-73.6415563036635
448,Villeray–Saint-Michel–Parc-Extension,Parc-école Sinclair-Laird,,rue de Liège Ouest/ave Stuart,,,orthophotographies,293613.52,5043410.72,45.5305233718329,-73.6432180919895
449,Villeray–Saint-Michel–Parc-Extension,Barclay,,ave Wiseman/rue Jarry Ouest,,,localisation approx.,294154.03,5043278.35,45.5293407248877,-73.6362952023537
450,Villeray–Saint-Michel–Parc-Extension,De Lestre,,ave Ball/ave Bloomfield,,,orthophotographies,294388.15,5043390.88,45.5303568476,-73.6333002774071
451,Villeray–Saint-Michel–Parc-Extension,Saint-Roch,,ave Ball/rue Durocher,,,localisation approx.,294520.14,5043615.8,45.5323827184915,-73.631615167919
452,Villeray–Saint-Michel–Parc-Extension,Ogilvy/Outremont,,ave d'Outremont/ave Ogilvy,,,orthophotographies,294892.9,5042983.75,45.5267007001119,-73.6268298738134
453,Villeray–Saint-Michel–Parc-Extension,Birnam,,rue Birnam (face au #7002),,,orthophotographies,295095.32,5042734.89,45.5244642126329,-73.6242335867096
454,Villeray–Saint-Michel–Parc-Extension,Champagneur,,ave Champagneur ( face au #7001),,,orthophotographies,295199.26,5042935.17,45.5262678463337,-73.6229069357221
455,Villeray–Saint-Michel–Parc-Extension,Bloomfield,,ave Bloomfield/rue Jean-Talon Ouest,,,orthophotographies,295144.54,5043032.37,45.5271417322229,-73.6236093652309
456,Villeray–Saint-Michel–Parc-Extension,Athéna,,rue Jean-Talon Ouest/ave De L'Épée,,,orthophotographies,295107.61,5043093.12,45.5276878706724,-73.6240833444932
457,Côte-des-Neiges–Notre-Dame-de-Grâce,William-Bowie,chalet,ave Patricia/ave Fielding,,,orthophotographies,293134.77,5035350.3,45.4579845299982,-73.6491558120882
458,Côte-des-Neiges–Notre-Dame-de-Grâce,Loyola,,ave Doherty/ave Somerled,,,localisation approx.,293481.99,5035568.54,45.4599540673173,-73.644721170913
459,Côte-des-Neiges–Notre-Dame-de-Grâce,Loyola,baseball,ave Doherty/ave Somerled,,,orthophotographies,293386.12,5035662.38,45.4607969239049,-73.6459492163766
460,Côte-des-Neiges–Notre-Dame-de-Grâce,Loyola,baseball/soccer,ave Fielding/ave Coronation,,,orthophotographies,293383.88,5035856.04,45.4625395303201,-73.6459823563477
461,Côte-des-Neiges–Notre-Dame-de-Grâce,Loyola,jeux d'eau,ave Doherty/ave Fielding,,,orthophotographies,293307.08,5035665.59,45.4608245131598,-73.646959972098
462,Côte-des-Neiges–Notre-Dame-de-Grâce,Gilbert-Layton,soccer,Chemin de la Côte-Saint-Luc/ave Rosedale,non-fonctionnelle,non-fonctionnelle,orthophotographies,292966.99,5036318.95,45.4666980699797,-73.6513244162037
463,Côte-des-Neiges–Notre-Dame-de-Grâce,Gilbert-Layton,chalet,ave de Chester/ave de Mayfair,,,orthophotographies,293035.26,5036226.07,45.4658634465141,-73.650449136796
464,Côte-des-Neiges–Notre-Dame-de-Grâce,Coffee,module de jeux,rue Coffee/ave Elmhurst,,,orthophotographies,293872.73,5035037.05,45.4551776884524,-73.639713059221
465,Côte-des-Neiges–Notre-Dame-de-Grâce,Trenholme,,rue Sherbrooke Ouest/ave King-Edward,,,orthophotographies,294383.29,5035718.25,45.4613152486457,-73.6331996295958
466,Côte-des-Neiges–Notre-Dame-de-Grâce,Trenholme,,rue Sherbrooke Ouest/rue Park Row Est,,accès restreint - parc à chien,orthophotographies,294476.45,5035721.74,45.4613480362014,-73.6320084587962
467,Côte-des-Neiges–Notre-Dame-de-Grâce,Trenholme,soccer,rue Sherbrooke Ouest/rue Park Row Est,,,orthophotographies,294574.4,5035683.35,45.4610040254168,-73.6307551653141
468,Côte-des-Neiges–Notre-Dame-de-Grâce,Trenholme,module de jeux,rue Park Row Ouest/boul De Maisonneuve Ouest,,,orthophotographies,294479.43,5035611.73,45.4603581582062,-73.6319680438752
469,Côte-des-Neiges–Notre-Dame-de-Grâce,Benny,module de jeux,ave Benny/ave de Monkland,,,orthophotographies,294435.59,5036344.87,45.4669546463596,-73.6325440780968
470,Côte-des-Neiges–Notre-Dame-de-Grâce,de la Confédération,module de jeux,ave West Hill/ave Fielding,,,localisation approx.,293915.38,5036884.56,45.4718031104948,-73.6392086593124
471,Côte-des-Neiges–Notre-Dame-de-Grâce,de la Confédération,soccer,,,,localisation approx.,293689.15,5037066.94,45.473440685186,-73.6421061394931
472,Côte-des-Neiges–Notre-Dame-de-Grâce,de la Confédération,soccer,ave West Hill/ave Fielding,,,localisation approx.,293848.81,5036974.65,45.47261274029,-73.6400620606155
473,Côte-des-Neiges–Notre-Dame-de-Grâce,Somerled,tennis,ave de Hampton (face au #4915),,,orthophotographies,294233.16,5037166.02,45.4743406956899,-73.6351504825351
474,Côte-des-Neiges–Notre-Dame-de-Grâce,Somerled,chalet,ave de Hampton/ave Somerled,,,orthophotographies,294320.2,5037101.39,45.4737604374909,-73.6340358604331
475,Côte-des-Neiges–Notre-Dame-de-Grâce,William-Hurst,chalet,boul Grand/rue de Terrebonn,,,orthophotographies,294537.34,5036669.02,45.4698730000721,-73.6312496325473
476,Côte-des-Neiges–Notre-Dame-de-Grâce,Herbert-Outerbridge,,ave Benny/rue Sherbrooke Ouest,,,orthophotographies,294858.58,5036171.13,45.4653974014459,-73.6271312180279
477,Côte-des-Neiges–Notre-Dame-de-Grâce,Notre-Dame-de-Grâce,module de jeux,ave Marcil/Chemin de la Côte-Saint-Antoine,,,localisation approx.,295778.39,5036974.16,45.4726359250784,-73.615383423971
478,Côte-des-Neiges–Notre-Dame-de-Grâce,Notre-Dame-de-Grâce,chalet,ave Marcil/Chemin de la Côte-Saint-Antoine,,,orthophotographies,295821.83,5037010.4,45.4729625891178,-73.6148285040251
479,Côte-des-Neiges–Notre-Dame-de-Grâce,Georges-Saint-Pierre,module de jeux/soccer,ave d'Oxford (face au #966),,,orthophotographies,296375.93,5036515.35,45.4685148029846,-73.607733232251
480,Côte-des-Neiges–Notre-Dame-de-Grâce,Maurice-Cullen,chalet,chemin Circle/chemin Mira,,,orthophotographies,295413.18,5038182.38,45.4835032186848,-73.6200774195206
481,Côte-des-Neiges–Notre-Dame-de-Grâce,Macdonald,chalet,ave Clanranald/ave Isabella,,,orthophotographies,294147.11,5038224.08,45.4838602804565,-73.6362740125446
482,Côte-des-Neiges–Notre-Dame-de-Grâce,Macdonald,chalet,ave Clanranald/ave Isabella,,,orthophotographies,294149.94,5038227.8,45.4838937978177,-73.6362378913752
483,Côte-des-Neiges–Notre-Dame-de-Grâce,Macdonald,module de jeux,ave Clanranald/ave Isabella,,,localisation approx.,294212.23,5038168.76,45.4833634777392,-73.6354397933304
484,Côte-des-Neiges–Notre-Dame-de-Grâce,Mackenzie-King,chalet,ave Saint-Kevin/ave de Westbury,,,orthophotographies,294400.51,5038853.58,45.4895286144072,-73.6330458093401
485,Côte-des-Neiges–Notre-Dame-de-Grâce,Mackenzie-King,module de jeux,ave Saint-Kevin/ave de Westbury,,,orthophotographies,294359.38,5038802.48,45.4890681806789,-73.6335709174683
486,Côte-des-Neiges–Notre-Dame-de-Grâce,Mackenzie-King,soccer,rue Beaucourt/chemin de la Côte-Sainte-Catherine,,,orthophotographies,294378.6,5039033.73,45.4911493540221,-73.6333299387297
487,Côte-des-Neiges–Notre-Dame-de-Grâce,Van Horne,,ave de Westbury/ave Van Horne,,,orthophotographies,293900.97,5039033.86,45.4911432279005,-73.6394406554284
488,Côte-des-Neiges–Notre-Dame-de-Grâce,Van Horne,jeux d'eau,ave Van Horne/rue Lemieux,,,localisation approx.,293998.18,5039143.81,45.4921341158102,-73.6381993877221
489,Côte-des-Neiges–Notre-Dame-de-Grâce,Nelson-Mandela,module de jeux,ave Barclay/rue Lemieux,,,localisation approx.,293629.52,5039501.58,45.4953476756889,-73.6429241831644
490,Côte-des-Neiges–Notre-Dame-de-Grâce,Nelson-Mandela,,ave Victoria/rue Bouchette,,,orthophotographies,293685.03,5039598.46,45.4962203284726,-73.6422161397431
491,Côte-des-Neiges–Notre-Dame-de-Grâce,Rosemary-Brown (Mclynn),jeux d'eau,place Kenmore,,,orthophotographies,293261.28,5038890,45.4898384316678,-73.6476213509107
492,Côte-des-Neiges–Notre-Dame-de-Grâce,Rosemary-Brown (Mclynn),,ave Mclynn/ave Plamondon,,,orthophotographies,293273.02,5038846.3,45.4894453946461,-73.6474701288036
493,Côte-des-Neiges–Notre-Dame-de-Grâce,Rosemary-Brown (Mclynn),pétanque,ave Mclynn/rue Vézina,,,orthophotographies,293148.99,5038927.66,45.4901754466191,-73.6490588291923
494,Côte-des-Neiges–Notre-Dame-de-Grâce,de la Savane,jardins communautaires,rue de la Savane/place de la Savane,,,orthophotographies,292695.91,5039893.62,45.498859840567,-73.6548791752758
495,Côte-des-Neiges–Notre-Dame-de-Grâce,Roméo-Charrette,module de jeux,ave Glencoe/boul Laird,,,orthophotographies,293728.31,5040730.98,45.5064118906896,-73.6416879327175
496,Côte-des-Neiges–Notre-Dame-de-Grâce,de Dunkerque,module de jeux,ave Kirkfield/rue de Tilly,,,orthophotographies,294310.7,5041398.89,45.5124310102667,-73.6342492110173
497,Côte-des-Neiges–Notre-Dame-de-Grâce,de Kent,piscine,chemin Hudson/ave de Kent,,accès restreint,orthophotographies,294657.26,5040653.33,45.5057272916214,-73.6297982908986
498,Côte-des-Neiges–Notre-Dame-de-Grâce,de Kent,baseball/soccer,ave de Kent/ave Decelles,,,orthophotographies,294471.11,5040352.85,45.5030207194719,-73.6321741489223
499,Côte-des-Neiges–Notre-Dame-de-Grâce,de Kent,soccer,ave Appleton/ave Decelles,,,orthophotographies,294401.43,5040461.31,45.5039956512988,-73.633068109282
500,Côte-des-Neiges–Notre-Dame-de-Grâce,de Kent,tennis,ave Appleton/chemin Hudson,,,localisation approx.,294523.84,5040659.72,45.5057828385782,-73.6315058176878
501,Côte-des-Neiges–Notre-Dame-de-Grâce,Mahatma-Gandhi,,ave Van Horne/ave Linton,,,localisation approx.,294792.27,5040797.37,45.5070253716403,-73.6280734895352
502,Côte-des-Neiges–Notre-Dame-de-Grâce,place de Darlington,module de jeux,place de Darlington (face au #2795),,,orthophotographies,294834.35,5041107.03,45.5098124185075,-73.6275412666725
503,Côte-des-Neiges–Notre-Dame-de-Grâce,Jean-Brillant,,ave Swail/ave Gatineau,,,orthophotographies,295453.54,5039618.18,45.4964237079328,-73.6195884685307
504,Côte-des-Neiges–Notre-Dame-de-Grâce,Jean-Brillant,jeux d'eau,ave Decelles/rue Jean-Brillant,,,orthophotographies,295460.34,5039706.6,45.4972194393272,-73.6195031452835
505,Côte-des-Neiges–Notre-Dame-de-Grâce,De Sousa-Mendes,module de jeux,rue Plantagenet/ave De Soissons,,,orthophotographies,295267.37,5040995.5,45.5088148800661,-73.6219972834211
506,Mercier–Hochelaga-Maisonneuve,de la Promenade-Bellerive,chalet,rue Bellerive/rue Mousseau,,,orthophotographies,304052.31,5051171.61,45.6004478085494,-73.5095843971823
